timestamp,page,full_page_calls,poly_calls,total_calls,cost_usd
2026-06-20T05:00:17,Volume_1/1_source_pages/page_156,1,5,6,0.0090
2026-06-20T05:00:21,Volume_1/1_source_pages/page_146,1,11,12,0.0180
2026-06-20T05:00:21,Volume_1/1_source_pages/page_155,1,6,7,0.0105
2026-06-20T05:00:23,Volume_1/1_source_pages/page_152,1,7,8,0.0120
2026-06-20T05:00:26,Volume_1/1_source_pages/page_159,1,5,6,0.0090
2026-06-20T05:00:31,Volume_1/1_source_pages/page_161,1,7,8,0.0120
2026-06-20T05:00:31,Volume_1/1_source_pages/page_164,1,5,6,0.0090
2026-06-20T05:00:33,Volume_1/1_source_pages/page_157,1,11,12,0.0180
2026-06-20T05:00:34,Volume_1/1_source_pages/page_154,1,8,9,0.0135
2026-06-20T05:00:34,Volume_1/1_source_pages/page_158,1,9,10,0.0150
2026-06-20T05:00:38,Volume_1/1_source_pages/page_160,1,9,10,0.0150
2026-06-20T05:00:40,Volume_1/1_source_pages/page_151,1,17,18,0.0270
2026-06-20T05:00:41,Volume_1/1_source_pages/page_163,1,8,9,0.0135
2026-06-20T05:00:42,Volume_1/1_source_pages/page_167,1,7,8,0.0120
2026-06-20T05:00:42,Volume_1/1_source_pages/page_166,1,6,7,0.0105
2026-06-20T05:00:43,Volume_1/1_source_pages/page_169,1,4,5,0.0075
2026-06-20T05:00:46,Volume_1/1_source_pages/page_162,1,11,12,0.0180
2026-06-20T05:00:46,Volume_1/1_source_pages/page_171,1,6,7,0.0105
2026-06-20T05:00:46,Volume_1/1_source_pages/page_165,1,10,11,0.0165
2026-06-20T05:00:47,Volume_1/1_source_pages/page_168,1,6,7,0.0105
2026-06-20T05:00:48,Volume_1/1_source_pages/page_170,1,4,5,0.0075
2026-06-20T05:00:53,Volume_1/1_source_pages/page_172,1,5,6,0.0090
2026-06-20T05:00:56,Volume_1/1_source_pages/page_174,1,6,7,0.0105
2026-06-20T05:00:57,Volume_1/1_source_pages/page_175,1,4,5,0.0075
2026-06-20T05:01:01,Volume_1/1_source_pages/page_173,1,5,6,0.0090
2026-06-20T05:01:03,Volume_1/1_source_pages/page_179,1,6,7,0.0105
2026-06-20T05:01:04,Volume_1/1_source_pages/page_176,1,7,8,0.0120
2026-06-20T05:01:05,Volume_1/1_source_pages/page_178,1,4,5,0.0075
2026-06-20T05:01:07,Volume_1/1_source_pages/page_177,1,4,5,0.0075
2026-06-20T05:01:14,Volume_1/1_source_pages/page_182,1,7,8,0.0120
2026-06-20T05:01:16,Volume_1/1_source_pages/page_180,1,9,10,0.0150
2026-06-20T05:01:16,Volume_1/1_source_pages/page_181,1,9,10,0.0150
2026-06-20T05:01:19,Volume_1/1_source_pages/page_187,1,7,8,0.0120
2026-06-20T05:01:19,Volume_1/1_source_pages/page_184,1,9,10,0.0150
2026-06-20T05:01:20,Volume_1/1_source_pages/page_191,1,5,6,0.0090
2026-06-20T05:01:22,Volume_1/1_source_pages/page_183,1,9,10,0.0150
2026-06-20T05:01:23,Volume_1/1_source_pages/page_185,1,11,12,0.0180
2026-06-20T05:01:26,Volume_1/1_source_pages/page_190,1,8,9,0.0135
2026-06-20T05:01:27,Volume_1/1_source_pages/page_188,1,11,12,0.0180
2026-06-20T05:01:34,Volume_1/1_source_pages/page_186,1,14,15,0.0225
2026-06-20T05:01:35,Volume_1/1_source_pages/page_189,1,12,13,0.0195
2026-06-20T05:01:35,Volume_1/1_source_pages/page_192,1,10,11,0.0165
2026-06-20T05:01:39,Volume_1/1_source_pages/page_194,1,11,12,0.0180
2026-06-20T05:01:41,Volume_1/1_source_pages/page_197,1,8,9,0.0135
2026-06-20T05:01:43,Volume_1/1_source_pages/page_196,1,8,9,0.0135
2026-06-20T05:01:44,Volume_1/1_source_pages/page_193,1,14,15,0.0225
2026-06-20T05:01:44,Volume_1/1_source_pages/page_201,1,7,8,0.0120
2026-06-20T05:01:44,Volume_1/1_source_pages/page_195,1,11,12,0.0180
2026-06-20T05:01:45,Volume_1/1_source_pages/page_203,1,4,5,0.0075
2026-06-20T05:01:48,Volume_1/1_source_pages/page_204,1,4,5,0.0075
2026-06-20T05:01:51,Volume_1/1_source_pages/page_205,1,4,5,0.0075
2026-06-20T05:01:55,Volume_1/1_source_pages/page_202,1,9,10,0.0150
2026-06-20T05:01:55,Volume_1/1_source_pages/page_200,1,11,12,0.0180
2026-06-20T05:01:57,Volume_1/1_source_pages/page_206,1,4,5,0.0075
2026-06-20T05:02:00,Volume_1/1_source_pages/page_198,1,15,16,0.0240
2026-06-20T05:02:02,Volume_1/1_source_pages/page_207,1,4,5,0.0075
2026-06-20T05:02:03,Volume_1/1_source_pages/page_208,1,4,5,0.0075
2026-06-20T05:02:05,Volume_1/1_source_pages/page_209,1,4,5,0.0075
2026-06-20T05:02:05,Volume_1/1_source_pages/page_210,1,4,5,0.0075
2026-06-20T05:02:07,Volume_1/1_source_pages/page_223,1,0,1,0.0015
2026-06-20T05:02:08,Volume_1/1_source_pages/page_199,1,17,18,0.0270
2026-06-20T05:02:11,Volume_1/1_source_pages/page_211,1,5,6,0.0090
2026-06-20T05:02:11,Volume_1/1_source_pages/page_215,1,6,7,0.0105
2026-06-20T05:02:11,Volume_1/1_source_pages/page_217,1,6,7,0.0105
2026-06-20T05:02:13,Volume_1/1_source_pages/page_213,1,4,5,0.0075
2026-06-20T05:02:13,Volume_1/1_source_pages/page_214,1,4,5,0.0075
2026-06-20T05:02:15,Volume_1/1_source_pages/page_212,1,5,6,0.0090
2026-06-20T05:02:24,Volume_1/1_source_pages/page_222,1,7,8,0.0120
2026-06-20T05:02:26,Volume_1/1_source_pages/page_221,1,4,5,0.0075
2026-06-20T05:02:27,Volume_1/1_source_pages/page_216,1,11,12,0.0180
2026-06-20T05:02:31,Volume_1/1_source_pages/page_225,1,9,10,0.0150
2026-06-20T05:02:33,Volume_1/1_source_pages/page_220,1,10,11,0.0165
2026-06-20T05:02:33,Volume_1/1_source_pages/page_218,1,14,15,0.0225
2026-06-20T05:02:34,Volume_1/1_source_pages/page_226,1,8,9,0.0135
2026-06-20T05:02:36,Volume_1/1_source_pages/page_219,1,15,16,0.0240
2026-06-20T05:02:38,Volume_1/1_source_pages/page_224,1,11,12,0.0180
2026-06-20T05:02:42,Volume_1/1_source_pages/page_230,1,10,11,0.0165
2026-06-20T05:02:47,Volume_1/1_source_pages/page_227,1,12,13,0.0195
2026-06-20T05:02:49,Volume_1/1_source_pages/page_231,1,13,14,0.0210
2026-06-20T05:02:50,Volume_1/1_source_pages/page_229,1,14,15,0.0225
2026-06-20T05:02:52,Volume_1/1_source_pages/page_235,1,8,9,0.0135
2026-06-20T05:02:53,Volume_1/1_source_pages/page_238,1,5,6,0.0090
2026-06-20T05:02:58,Volume_1/1_source_pages/page_228,1,17,18,0.0270
2026-06-20T05:02:59,Volume_1/1_source_pages/page_236,1,11,12,0.0180
2026-06-20T05:03:00,Volume_1/1_source_pages/page_234,1,11,12,0.0180
2026-06-20T05:03:01,Volume_1/1_source_pages/page_241,1,7,8,0.0120
2026-06-20T05:03:05,Volume_1/1_source_pages/page_233,1,17,18,0.0270
2026-06-20T05:03:05,Volume_1/1_source_pages/page_237,1,9,10,0.0150
2026-06-20T05:03:09,Volume_1/1_source_pages/page_239,1,10,11,0.0165
2026-06-20T05:03:12,Volume_1/1_source_pages/page_246,1,7,8,0.0120
2026-06-20T05:03:12,Volume_1/1_source_pages/page_240,1,12,13,0.0195
2026-06-20T05:03:17,Volume_1/1_source_pages/page_244,1,9,10,0.0150
2026-06-20T05:03:19,Volume_1/1_source_pages/page_245,1,10,11,0.0165
2026-06-20T05:03:21,Volume_1/1_source_pages/page_232,1,24,25,0.0375
2026-06-20T05:03:23,Volume_1/1_source_pages/page_254,1,4,5,0.0075
2026-06-20T05:03:24,Volume_1/1_source_pages/page_242,1,16,17,0.0255
2026-06-20T05:03:28,Volume_1/1_source_pages/page_243,1,16,17,0.0255
2026-06-20T05:03:34,Volume_1/1_source_pages/page_248,1,16,17,0.0255
2026-06-20T05:03:37,Volume_1/1_source_pages/page_258,1,6,7,0.0105
2026-06-20T05:03:38,Volume_1/1_source_pages/page_257,1,9,10,0.0150
2026-06-20T05:03:39,Volume_1/1_source_pages/page_256,1,8,9,0.0135
2026-06-20T05:03:46,Volume_1/1_source_pages/page_250,1,16,17,0.0255
2026-06-20T05:03:48,Volume_1/1_source_pages/page_260,1,9,10,0.0150
2026-06-20T05:03:50,Volume_1/1_source_pages/page_252,1,19,20,0.0300
2026-06-20T05:03:53,Volume_1/1_source_pages/page_251,1,19,20,0.0300
2026-06-20T05:03:53,Volume_1/1_source_pages/page_247,1,24,25,0.0375
2026-06-20T05:03:55,Volume_1/1_source_pages/page_262,1,10,11,0.0165
2026-06-20T05:04:00,Volume_1/1_source_pages/page_253,1,22,23,0.0345
2026-06-20T05:04:01,Volume_1/1_source_pages/page_259,1,16,17,0.0255
2026-06-20T05:04:02,Volume_1/1_source_pages/page_269,1,4,5,0.0075
2026-06-20T05:04:02,Volume_1/1_source_pages/page_264,1,10,11,0.0165
2026-06-20T05:04:03,Volume_1/1_source_pages/page_265,1,9,10,0.0150
2026-06-20T05:04:04,Volume_1/1_source_pages/page_267,1,8,9,0.0135
2026-06-20T05:04:06,Volume_1/1_source_pages/page_268,1,4,5,0.0075
2026-06-20T05:04:07,Volume_1/1_source_pages/page_261,1,16,17,0.0255
2026-06-20T05:04:10,Volume_1/1_source_pages/page_249,1,20,21,0.0315
2026-06-20T05:04:10,Volume_1/1_source_pages/page_271,1,5,6,0.0090
2026-06-20T05:04:12,Volume_1/1_source_pages/page_272,1,4,5,0.0075
2026-06-20T05:04:12,Volume_1/1_source_pages/page_263,1,16,17,0.0255
2026-06-20T05:04:12,Volume_1/1_source_pages/page_273,1,4,5,0.0075
2026-06-20T05:04:17,Volume_1/1_source_pages/page_274,1,4,5,0.0075
2026-06-20T05:04:17,Volume_1/1_source_pages/page_278,1,3,4,0.0060
2026-06-20T05:04:18,Volume_1/1_source_pages/page_277,1,4,5,0.0075
2026-06-20T05:04:20,Volume_2/0_table_of_contents/page_001,1,4,5,0.0075
2026-06-20T05:04:22,Volume_1/1_source_pages/page_255,1,28,29,0.0435
2026-06-20T05:04:29,Volume_1/1_source_pages/page_276,1,6,7,0.0105
2026-06-20T05:04:31,Volume_1/1_source_pages/page_266,1,18,19,0.0285
2026-06-20T05:04:32,Volume_1/1_source_pages/page_275,1,7,8,0.0120
2026-06-20T05:04:33,Volume_1/1_source_pages/page_270,1,14,15,0.0225
2026-06-20T05:04:36,Volume_1/2_post_pages/page_280,1,11,12,0.0180
2026-06-20T05:04:41,Volume_1/1_source_pages/page_279,1,14,15,0.0225
2026-06-20T05:05:06,Volume_2/1_source_pages/page_012,1,13,14,0.0210
2026-06-20T05:05:07,Volume_2/1_source_pages/page_014,1,13,14,0.0210
2026-06-20T05:05:07,Volume_2/1_source_pages/page_015,1,12,13,0.0195
2026-06-20T05:05:09,Volume_2/1_source_pages/page_016,1,12,13,0.0195
2026-06-20T05:05:11,Volume_2/1_source_pages/page_011,1,17,18,0.0270
2026-06-20T05:05:12,Volume_2/1_source_pages/page_017,1,11,12,0.0180
2026-06-20T05:05:22,Volume_2/1_source_pages/page_013,1,19,20,0.0300
2026-06-20T05:05:38,Volume_2/1_source_pages/page_020,1,11,12,0.0180
2026-06-20T05:05:38,Volume_2/1_source_pages/page_019,1,11,12,0.0180
2026-06-20T05:05:39,Volume_2/1_source_pages/page_018,1,12,13,0.0195
2026-06-20T05:05:47,Volume_2/1_source_pages/page_021,1,13,14,0.0210
2026-06-20T05:05:51,Volume_2/1_source_pages/page_023,1,14,15,0.0225
2026-06-20T05:05:53,Volume_2/1_source_pages/page_024,1,11,12,0.0180
2026-06-20T05:06:05,Volume_2/1_source_pages/page_022,1,21,22,0.0330
2026-06-20T05:06:07,Volume_2/1_source_pages/page_025,1,10,11,0.0165
2026-06-20T05:06:14,Volume_2/1_source_pages/page_027,1,11,12,0.0180
2026-06-20T05:06:19,Volume_2/0_table_of_contents/page_010,1,50,51,0.0765
2026-06-20T05:06:21,Volume_2/1_source_pages/page_030,1,9,10,0.0150
2026-06-20T05:06:23,Volume_2/1_source_pages/page_029,1,11,12,0.0180
2026-06-20T05:06:31,Volume_2/1_source_pages/page_028,1,13,14,0.0210
2026-06-20T05:06:34,Volume_2/1_source_pages/page_032,1,9,10,0.0150
2026-06-20T05:06:35,Volume_2/1_source_pages/page_026,1,21,22,0.0330
2026-06-20T05:06:41,Volume_2/1_source_pages/page_031,1,11,12,0.0180
2026-06-20T05:06:44,Volume_2/1_source_pages/page_035,1,8,9,0.0135
2026-06-20T05:06:50,Volume_2/1_source_pages/page_034,1,9,10,0.0150
2026-06-20T05:06:54,Volume_2/1_source_pages/page_033,1,14,15,0.0225
2026-06-20T05:06:55,Volume_2/1_source_pages/page_036,1,9,10,0.0150
2026-06-20T05:07:01,Volume_2/1_source_pages/page_040,1,7,8,0.0120
2026-06-20T05:07:03,Volume_2/1_source_pages/page_037,1,10,11,0.0165
2026-06-20T05:07:08,Volume_2/1_source_pages/page_038,1,11,12,0.0180
2026-06-20T05:07:11,Volume_2/0_table_of_contents/page_009,1,73,74,0.1110
2026-06-20T05:07:12,Volume_2/1_source_pages/page_039,1,12,13,0.0195
2026-06-20T05:07:15,Volume_2/1_source_pages/page_041,1,11,12,0.0180
2026-06-20T05:07:23,Volume_2/0_table_of_contents/page_008,1,79,80,0.1200
2026-06-20T05:07:24,Volume_2/1_source_pages/page_043,1,11,12,0.0180
2026-06-20T05:07:24,Volume_2/0_table_of_contents/page_006,1,81,82,0.1230
2026-06-20T05:07:29,Volume_2/1_source_pages/page_044,1,13,14,0.0210
2026-06-20T05:07:36,Volume_2/0_table_of_contents/page_005,1,86,87,0.1305
2026-06-20T05:07:37,Volume_2/1_source_pages/page_042,1,16,17,0.0255
2026-06-20T05:07:37,Volume_2/1_source_pages/page_046,1,12,13,0.0195
2026-06-20T05:07:39,Volume_2/1_source_pages/page_045,1,13,14,0.0210
2026-06-20T05:07:41,Volume_2/0_table_of_contents/page_007,1,87,88,0.1320
2026-06-20T05:07:44,Volume_2/1_source_pages/page_049,1,12,13,0.0195
2026-06-20T05:07:46,Volume_2/1_source_pages/page_048,1,12,13,0.0195
2026-06-20T05:07:51,Volume_2/0_table_of_contents/page_004,1,94,95,0.1425
2026-06-20T05:07:54,Volume_2/1_source_pages/page_051,1,11,12,0.0180
2026-06-20T05:07:56,Volume_2/1_source_pages/page_047,1,18,19,0.0285
2026-06-20T05:07:57,Volume_2/1_source_pages/page_053,1,12,13,0.0195
2026-06-20T05:07:59,Volume_2/1_source_pages/page_054,1,9,10,0.0150
2026-06-20T05:08:02,Volume_2/1_source_pages/page_052,1,14,15,0.0225
2026-06-20T05:08:06,Volume_2/1_source_pages/page_058,1,9,10,0.0150
2026-06-20T05:08:07,Volume_2/1_source_pages/page_055,1,8,9,0.0135
2026-06-20T05:08:07,Volume_2/1_source_pages/page_060,1,8,9,0.0135
2026-06-20T05:08:14,Volume_2/1_source_pages/page_059,1,11,12,0.0180
2026-06-20T05:08:15,Volume_2/1_source_pages/page_057,1,13,14,0.0210
2026-06-20T05:08:15,Volume_2/1_source_pages/page_061,1,10,11,0.0165
2026-06-20T05:08:15,Volume_2/1_source_pages/page_056,1,13,14,0.0210
2026-06-20T05:08:16,Volume_2/1_source_pages/page_062,1,8,9,0.0135
2026-06-20T05:08:16,Volume_2/1_source_pages/page_050,1,24,25,0.0375
2026-06-20T05:08:18,Volume_2/0_table_of_contents/page_002,1,107,108,0.1620
2026-06-20T05:08:21,Volume_2/1_source_pages/page_066,1,7,8,0.0120
2026-06-20T05:08:26,Volume_2/1_source_pages/page_064,1,10,11,0.0165
2026-06-20T05:08:30,Volume_2/1_source_pages/page_065,1,12,13,0.0195
2026-06-20T05:08:32,Volume_2/1_source_pages/page_067,1,9,10,0.0150
2026-06-20T05:08:38,Volume_2/1_source_pages/page_063,1,16,17,0.0255
2026-06-20T05:08:39,Volume_2/1_source_pages/page_068,1,10,11,0.0165
2026-06-20T05:08:39,Volume_2/1_source_pages/page_069,1,9,10,0.0150
2026-06-20T05:08:45,Volume_2/1_source_pages/page_073,1,11,12,0.0180
2026-06-20T05:08:48,Volume_2/1_source_pages/page_072,1,11,12,0.0180
2026-06-20T05:08:48,Volume_2/1_source_pages/page_074,1,12,13,0.0195
2026-06-20T05:08:48,Volume_2/1_source_pages/page_075,1,12,13,0.0195
2026-06-20T05:08:52,Volume_2/1_source_pages/page_078,1,10,11,0.0165
2026-06-20T05:08:57,Volume_2/0_table_of_contents/page_003,1,124,125,0.1875
2026-06-20T05:08:59,Volume_2/1_source_pages/page_070,1,19,20,0.0300
2026-06-20T05:09:00,Volume_2/1_source_pages/page_071,1,18,19,0.0285
2026-06-20T05:09:01,Volume_2/1_source_pages/page_079,1,12,13,0.0195
2026-06-20T05:09:02,Volume_2/1_source_pages/page_077,1,17,18,0.0270
2026-06-20T05:09:02,Volume_2/1_source_pages/page_076,1,17,18,0.0270
2026-06-20T05:09:04,Volume_2/1_source_pages/page_082,1,9,10,0.0150
2026-06-20T05:09:05,Volume_2/1_source_pages/page_080,1,12,13,0.0195
2026-06-20T05:09:10,Volume_2/1_source_pages/page_083,1,11,12,0.0180
2026-06-20T05:09:12,Volume_2/1_source_pages/page_081,1,14,15,0.0225
2026-06-20T05:09:16,Volume_2/1_source_pages/page_084,1,12,13,0.0195
2026-06-20T05:09:16,Volume_2/1_source_pages/page_088,1,10,11,0.0165
2026-06-20T05:09:18,Volume_2/1_source_pages/page_092,1,4,5,0.0075
2026-06-20T05:09:19,Volume_2/1_source_pages/page_089,1,9,10,0.0150
2026-06-20T05:09:21,Volume_2/1_source_pages/page_087,1,12,13,0.0195
2026-06-20T05:09:22,Volume_2/1_source_pages/page_093,1,5,6,0.0090
2026-06-20T05:09:26,Volume_2/1_source_pages/page_091,1,6,7,0.0105
2026-06-20T05:09:27,Volume_2/1_source_pages/page_090,1,8,9,0.0135
2026-06-20T05:09:27,Volume_2/1_source_pages/page_086,1,15,16,0.0240
2026-06-20T05:09:31,Volume_2/1_source_pages/page_094,1,8,9,0.0135
2026-06-20T05:09:31,Volume_2/1_source_pages/page_085,1,17,18,0.0270
2026-06-20T05:09:32,Volume_2/1_source_pages/page_098,1,6,7,0.0105
2026-06-20T05:09:32,Volume_2/1_source_pages/page_095,1,6,7,0.0105
2026-06-20T05:09:36,Volume_2/1_source_pages/page_096,1,8,9,0.0135
2026-06-20T05:09:38,Volume_2/1_source_pages/page_099,1,8,9,0.0135
2026-06-20T05:09:38,Volume_2/1_source_pages/page_097,1,9,10,0.0150
2026-06-20T05:09:47,Volume_2/1_source_pages/page_104,1,9,10,0.0150
2026-06-20T05:09:51,Volume_2/1_source_pages/page_101,1,12,13,0.0195
2026-06-20T05:09:52,Volume_2/1_source_pages/page_105,1,10,11,0.0165
2026-06-20T05:09:54,Volume_2/1_source_pages/page_107,1,8,9,0.0135
2026-06-20T05:09:55,Volume_2/1_source_pages/page_102,1,12,13,0.0195
2026-06-20T05:09:56,Volume_2/1_source_pages/page_108,1,9,10,0.0150
2026-06-20T05:09:56,Volume_2/1_source_pages/page_103,1,12,13,0.0195
2026-06-20T05:09:59,Volume_2/1_source_pages/page_112,1,9,10,0.0150
2026-06-20T05:10:00,Volume_2/1_source_pages/page_106,1,12,13,0.0195
2026-06-20T05:10:02,Volume_2/1_source_pages/page_114,1,8,9,0.0135
2026-06-20T05:10:03,Volume_2/1_source_pages/page_111,1,10,11,0.0165
2026-06-20T05:10:06,Volume_2/1_source_pages/page_113,1,10,11,0.0165
2026-06-20T05:10:08,Volume_2/1_source_pages/page_109,1,10,11,0.0165
2026-06-20T05:10:09,Volume_2/1_source_pages/page_100,1,19,20,0.0300
2026-06-20T05:10:10,Volume_2/1_source_pages/page_115,1,9,10,0.0150
2026-06-20T05:10:12,Volume_2/1_source_pages/page_116,1,8,9,0.0135
2026-06-20T05:10:13,Volume_2/1_source_pages/page_110,1,12,13,0.0195
2026-06-20T05:10:19,Volume_2/1_source_pages/page_118,1,9,10,0.0150
2026-06-20T05:10:19,Volume_2/1_source_pages/page_117,1,10,11,0.0165
2026-06-20T05:10:23,Volume_2/1_source_pages/page_121,1,9,10,0.0150
2026-06-20T05:10:25,Volume_2/1_source_pages/page_120,1,10,11,0.0165
2026-06-20T05:10:26,Volume_2/1_source_pages/page_119,1,11,12,0.0180
2026-06-20T05:10:26,Volume_2/1_source_pages/page_123,1,9,10,0.0150
2026-06-20T05:10:31,Volume_2/1_source_pages/page_122,1,11,12,0.0180
2026-06-20T05:10:35,Volume_2/1_source_pages/page_128,1,8,9,0.0135
2026-06-20T05:10:36,Volume_2/1_source_pages/page_130,1,7,8,0.0120
2026-06-20T05:10:37,Volume_2/1_source_pages/page_126,1,11,12,0.0180
2026-06-20T05:10:39,Volume_2/1_source_pages/page_132,1,8,9,0.0135
2026-06-20T05:10:39,Volume_2/1_source_pages/page_125,1,12,13,0.0195
2026-06-20T05:10:41,Volume_2/1_source_pages/page_129,1,10,11,0.0165
2026-06-20T05:10:42,Volume_2/1_source_pages/page_127,1,13,14,0.0210
2026-06-20T05:10:45,Volume_2/1_source_pages/page_131,1,9,10,0.0150
2026-06-20T05:10:48,Volume_2/1_source_pages/page_124,1,18,19,0.0285
2026-06-20T05:10:50,Volume_2/1_source_pages/page_134,1,11,12,0.0180
2026-06-20T05:10:51,Volume_2/1_source_pages/page_133,1,11,12,0.0180
2026-06-20T05:10:53,Volume_2/1_source_pages/page_135,1,10,11,0.0165
2026-06-20T05:10:55,Volume_2/1_source_pages/page_138,1,8,9,0.0135
2026-06-20T05:10:58,Volume_2/1_source_pages/page_137,1,10,11,0.0165
2026-06-20T05:10:59,Volume_2/1_source_pages/page_136,1,12,13,0.0195
2026-06-20T05:11:00,Volume_2/1_source_pages/page_140,1,9,10,0.0150
2026-06-20T05:11:00,Volume_2/1_source_pages/page_144,1,6,7,0.0105
2026-06-20T05:11:02,Volume_2/1_source_pages/page_145,1,5,6,0.0090
2026-06-20T05:11:05,Volume_2/1_source_pages/page_143,1,8,9,0.0135
2026-06-20T05:11:07,Volume_2/1_source_pages/page_141,1,10,11,0.0165
2026-06-20T05:11:07,Volume_2/1_source_pages/page_146,1,7,8,0.0120
2026-06-20T05:11:09,Volume_2/1_source_pages/page_142,1,10,11,0.0165
2026-06-20T05:11:09,Volume_2/1_source_pages/page_149,1,5,6,0.0090
2026-06-20T05:11:13,Volume_2/1_source_pages/page_147,1,10,11,0.0165
2026-06-20T05:11:15,Volume_2/1_source_pages/page_148,1,8,9,0.0135
2026-06-20T05:11:20,Volume_2/1_source_pages/page_152,1,6,7,0.0105
2026-06-20T05:11:23,Volume_2/1_source_pages/page_139,1,19,20,0.0300
2026-06-20T05:11:24,Volume_2/1_source_pages/page_150,1,11,12,0.0180
2026-06-20T05:11:26,Volume_2/1_source_pages/page_151,1,9,10,0.0150
2026-06-20T05:11:26,Volume_2/1_source_pages/page_155,1,8,9,0.0135
2026-06-20T05:11:26,Volume_2/1_source_pages/page_153,1,8,9,0.0135
2026-06-20T05:11:31,Volume_2/1_source_pages/page_154,1,10,11,0.0165
2026-06-20T05:11:31,Volume_2/1_source_pages/page_162,1,7,8,0.0120
2026-06-20T05:11:36,Volume_2/1_source_pages/page_165,1,5,6,0.0090
2026-06-20T05:11:38,Volume_2/1_source_pages/page_163,1,8,9,0.0135
2026-06-20T05:11:38,Volume_2/1_source_pages/page_156,1,12,13,0.0195
2026-06-20T05:11:43,Volume_2/1_source_pages/page_160,1,12,13,0.0195
2026-06-20T05:11:44,Volume_2/1_source_pages/page_159,1,13,14,0.0210
2026-06-20T05:11:44,Volume_2/1_source_pages/page_161,1,12,13,0.0195
2026-06-20T05:11:48,Volume_2/1_source_pages/page_164,1,11,12,0.0180
2026-06-20T05:11:51,Volume_2/1_source_pages/page_158,1,17,18,0.0270
2026-06-20T05:11:52,Volume_2/1_source_pages/page_170,1,7,8,0.0120
2026-06-20T05:11:54,Volume_2/1_source_pages/page_173,1,5,6,0.0090
2026-06-20T05:11:54,Volume_2/1_source_pages/page_172,1,6,7,0.0105
2026-06-20T05:11:54,Volume_2/1_source_pages/page_167,1,11,12,0.0180
2026-06-20T05:11:58,Volume_2/1_source_pages/page_174,1,4,5,0.0075
2026-06-20T05:11:58,Volume_2/1_source_pages/page_169,1,10,11,0.0165
2026-06-20T05:11:58,Volume_2/1_source_pages/page_168,1,12,13,0.0195
2026-06-20T05:12:02,Volume_2/1_source_pages/page_179,1,4,5,0.0075
2026-06-20T05:12:03,Volume_2/1_source_pages/page_157,1,21,22,0.0330
2026-06-20T05:12:04,Volume_2/1_source_pages/page_175,1,7,8,0.0120
2026-06-20T05:12:04,Volume_2/1_source_pages/page_166,1,14,15,0.0225
2026-06-20T05:12:09,Volume_2/1_source_pages/page_180,1,5,6,0.0090
2026-06-20T05:12:13,Volume_2/1_source_pages/page_171,1,15,16,0.0240
2026-06-20T05:12:15,Volume_2/1_source_pages/page_182,1,5,6,0.0090
2026-06-20T05:12:15,Volume_2/1_source_pages/page_178,1,9,10,0.0150
2026-06-20T05:12:16,Volume_2/1_source_pages/page_176,1,8,9,0.0135
2026-06-20T05:12:16,Volume_2/1_source_pages/page_181,1,7,8,0.0120
2026-06-20T05:12:18,Volume_2/1_source_pages/page_184,1,8,9,0.0135
2026-06-20T05:12:19,Volume_2/1_source_pages/page_186,1,6,7,0.0105
2026-06-20T05:12:23,Volume_2/1_source_pages/page_191,1,5,6,0.0090
2026-06-20T05:12:25,Volume_2/1_source_pages/page_183,1,10,11,0.0165
2026-06-20T05:12:26,Volume_2/1_source_pages/page_188,1,8,9,0.0135
2026-06-20T05:12:28,Volume_2/1_source_pages/page_185,1,9,10,0.0150
2026-06-20T05:12:29,Volume_2/1_source_pages/page_189,1,9,10,0.0150
2026-06-20T05:12:33,Volume_2/1_source_pages/page_190,1,9,10,0.0150
2026-06-20T05:12:35,Volume_2/1_source_pages/page_192,1,9,10,0.0150
2026-06-20T05:12:40,Volume_2/1_source_pages/page_193,1,9,10,0.0150
2026-06-20T05:12:41,Volume_2/1_source_pages/page_194,1,9,10,0.0150
2026-06-20T05:12:46,Volume_2/1_source_pages/page_202,1,6,7,0.0105
2026-06-20T05:12:46,Volume_2/1_source_pages/page_204,1,5,6,0.0090
2026-06-20T05:12:50,Volume_2/1_source_pages/page_200,1,9,10,0.0150
2026-06-20T05:12:53,Volume_2/1_source_pages/page_197,1,13,14,0.0210
2026-06-20T05:12:53,Volume_2/1_source_pages/page_199,1,12,13,0.0195
2026-06-20T05:12:54,Volume_2/1_source_pages/page_206,1,6,7,0.0105
2026-06-20T05:12:54,Volume_2/1_source_pages/page_177,1,27,28,0.0420
2026-06-20T05:12:54,Volume_2/1_source_pages/page_201,1,9,10,0.0150
2026-06-20T05:13:00,Volume_2/1_source_pages/page_196,1,16,17,0.0255
2026-06-20T05:13:00,Volume_2/1_source_pages/page_203,1,9,10,0.0150
2026-06-20T05:13:00,Volume_2/1_source_pages/page_208,1,5,6,0.0090
2026-06-20T05:13:02,Volume_2/1_source_pages/page_187,1,24,25,0.0375
2026-06-20T05:13:02,Volume_2/1_source_pages/page_205,1,9,10,0.0150
2026-06-20T05:13:07,Volume_2/1_source_pages/page_198,1,18,19,0.0285
2026-06-20T05:13:11,Volume_2/1_source_pages/page_210,1,4,5,0.0075
2026-06-20T05:13:13,Volume_2/1_source_pages/page_211,1,4,5,0.0075
2026-06-20T05:13:14,Volume_2/1_source_pages/page_207,1,9,10,0.0150
2026-06-20T05:13:16,Volume_2/1_source_pages/page_216,1,6,7,0.0105
